code,description,level
7223.01.04,"Operador máquina, remache de producción",8
7223.01.05,"Operador, cepillo (acero)",8
7223.01.06,"Operador, cortadora de metales",8
7223.01.07,"Operador, máquina aburrido",8
7223.01.08,"Operador, máquina de fundición",8
7223.01.09,"Operador, máquina herramienta",8
7223.01.10,"Operador, máquina herramienta de producción",8
7223.01.11,"Regulador, máquina herramientas",8
7223.01.12,"Regulador, máquina herramientas / metalurgia",8
7223.01.13,"Regulador, torno automático",8
7223.01.14,"Regulador, torno revólver",8
7223.01.15,"Reguladores y reguladores-operadores de máquinas herramientas, dueños (hasta 4 empleados)",8
7223.01.16,Regulador-operador,8
7223.01.17,"Regulador-operador, cepilladora",8
7223.01.18,"Regulador-operador, escopleadora de metales",8
7223.01.19,"Regulador-operador, esmeriladora",8
7223.01.20,"Regulador-operador, fresadora",8
7223.01.21,"Regulador-operador, fresadora / estampas",8
7223.01.22,"Regulador-operador, lapidadora",8
7223.01.23,"Regulador-operador, mandriladora",8
7223.01.24,"Regulador-operador, mandriladora / vertical",8
7223.01.25,"Regulador-operador, máquina cortadora",8
7223.01.26,"Regulador-operador, máquina de mecanismo de control numérico",8
7223.01.27,"Regulador-operador, máquina de tallar / engranajes",8
7223.01.28,"Regulador-operador, máquina extrusora",8
7223.01.29,"Regulador-operador, máquina herramientas",8
7223.01.30,"Regulador-operador, mortajadora",8
7223.01.31,"Regulador-operador, ranuradora",8
7223.01.32,"Regulador-operador, rectificadora",8
7223.01.33,"Regulador-operador, rectificadora / metalurgia",8
7223.01.34,"Regulador-operador, rectificadora / precisión",8
7223.01.35,"Regulador-operador, rectificadora-bruñidora / cilindros",8
7223.01.36,"Regulador-operador, taladradora",8
7223.01.37,"Regulador-operador, taladradora brazo radial",8
7223.01.38,"Regulador-operador, taladradora múltiple",8
7223.01.39,"Regulador-operador, taladradora vertical",8
7223.01.40,"Regulador-operador, torno",8
7223.01.41,"Regulador-operador, torno de embutir",8
7223.01.42,"Regulador-operador, torno de roscar",8
7223.01.43,"Regulador-operador, torno revólver",8
7223.01.44,Taladrista,8
7223.01.45,"Tornero (metales)",8
7224,"PULIDORES DE METALES Y AFILADORES DE HERRAMIENTAS",4
7224.01,"Pulidores de metales y afiladores de herramientas",6
7224.01.01,Afilador,8
7224.01.02,"Afilador, ambulante",8
7224.01.03,"Afilador, cardas",8
7224.01.04,"Afilador, cuchillería",8
7224.01.05,"Afilador, discos de corte",8
7224.01.06,"Afilador, herramientas",8
7224.01.07,"Afilador, instrumentos cortante",8
7224.01.08,"Afilador, sierras",8
7224.01.09,"Aguzador, herramientas",8
7224.01.10,"Amolador, sierras",8
7224.01.11,"Bruñidor, metales",8
7224.01.12,"Clasificador, metales",8
7224.01.13,"Limpiador, metales",8
7224.01.14,"Operador de máquina abrillantadora",8
7224.01.15,"Operador de mezcladora - empastadora de rejillas de acumuladores",8
7224.01.16,"Preparador, sierras",8
7224.01.17,"Pulidor, metales",8
7224.01.18,"Pulidor, metales / acabado especular",8
7224.01.19,"Pulidor, metales / arena",8
7224.01.20,"Pulidor, metales / esmeril",8
7224.01.21,"Pulidores de metales y afilador de herramientas, patrón (hasta 4 empleados)",8
7224.01.22,"Rectificador, herramientas",8
7224.01.23,"Rectificador, máquinas cardadoras / textiles",8
7224.01.24,"Rectificador, máquinas herramientas",8
7224.01.25,"Rectificador, metales",8
723,"MECÁNICOS Y REPARADORES DE MÁQUINAS",3
7231,"MECÁNICOS Y REPARADORES DE VEHÍCULOS DE MOTOR",4
7231.01,"Mecánicos y reparadores de vehículos de motor",6
7231.01.01,"Afinador, motores / vehículos",8
7231.01.02,"Ajustador, motores / vehículos",8
7231.01.03,"Alineador y balanceador, carros",8
7231.01.04,"Engrasador, vehículos de motor",8
7231.01.05,"Instalador diesel (transporte por carretera)",8
7231.01.06,"Jefe de mecánica automotriz",8
7231.01.07,"Lavador y engrasador, motores",8
7231.01.08,"Lubricador, motores",8
7231.01.09,"Mecánico, especialista en cigüeñales",8
7231.01.10,"Mecánico, autobuses",8
7231.01.11,"Mecánico, automóviles",8
7231.01.12,"Mecánico, camiones",8
7231.01.13,"Mecánico, dirección y frenos de automóviles",8
7231.01.14,"Mecánico, motocicletas",8
7231.01.15,"Mecánico, motores / diesel (vehículos de motor)",8
7231.01.16,"Mecánico, motores pequeños",8
7231.01.17,"Mecánico, motores / taller mecánico",8
7231.01.18,"Mecánico, motores / tractores",8
7231.01.19,"Mecánico, tractores",8
7231.01.20,"Mecánico, transmisiones / automóviles",8
7231.01.21,"Mecánicos y ajustadores de vehículos de motor, patrón (hasta 4 empleados)",8
7231.01.22,"Operador de balanceo y alineación de neumáticos",8
7231.01.23,"Probador, automóviles / reparaciones",8
7231.01.24,"Rectificador, tambores",8
7231.01.25,"Reparador, amortiguadores",8
7231.01.26,"Reparador, ciclomotor",8
7231.01.27,"Reparador, radiadores",8
7231.01.28,"Reparador, vehículos de motor",8
7231.01.29,"Técnico, vehículos de motor",8
7231.01.30,"Técnico, vehículo de servicio motor de mecatrónica",8
7231.01.31,"Técnico, servicio de sistema de frenos automotriz",8
7231.01.32,"Técnico, sistemas de servicio de combustible vehículo de motor",8
7232,"MECÁNICOS Y REPARADORES DE MOTORES DE AVIÓN",4
7232.01,"Mecánicos y reparadores de motores de avión",6
7232.01.01,"Ajustador, conductos de tubos de avión",8
7232.01.02,"Ajustador, motores / avión",8
7232.01.03,"Ajustador-montador, armazones / avión",8
7232.01.04,"Ayudante de mecánico de motores de avión",8
7232.01.05,"Ingeniero, mantenimiento de aviones (fuselajes)",8
7232.01.06,"Ingeniero, mantenimiento de aeronaves (motores)",8
7232.01.07,"Jefe de mantenimiento de aeronaves",8
7232.01.08,"Mecánico, aeronaves",8
7232.01.09,"Mecánico, aviones",8
7232.01.10,"Mecánico, aviones / sistemas hidráulicos",8
7232.01.11,"Mecánico, estructura del avión",8
7232.01.12,"Mecánico, componente de motores de cohetes",8
7232.01.13,"Mecánico, fuselaje y de planta de energía",8
7232.01.14,"Mecánico, helicóptero",8
7232.01.15,"Mecánico, motores / avión",8
7232.01.16,"Mecánico, motores / avión (servicio de línea)",8
7232.01.17,"Mecánico, motores de jet",8
7232.01.18,"Mecánico, pista de aterrizaje",8
7232.01.19,"Mecánico, sistema hidráulico (aviones)",8
7232.01.20,"Montador, armazones metálicas / aviones",8
7232.01.21,"Restaurador, aeronaves",8
7232.01.22,"Supervisor, mantenimiento de aeronaves",8
7232.01.23,"Técnico, mantenimiento de aviación",8
7232.01.24,"Técnico, servicio de aeronave",8
7233,"MECÁNICOS Y REPARADORES DE MÁQUINAS AGRÍCOLAS E INDUSTRIALES",4
7233.01,"Mecánicos y reparadores de máquinas agrícolas e industriales",6
7233.01.01,Aceitador-engrasador,8
7233.01.02,"Aceitador-engrasador, buques",8
7233.01.03,"Ajustador, aserradoras metálicas",8
7233.01.04,"Ajustador, cepilladora",8
7233.01.05,"Ajustador, combustión interna",8
7233.01.06,"Ajustador, desbastadora de madera",8
7233.01.07,"Ajustador, esmeriladora",8
7233.01.08,"Ajustador, excavadores",8
7233.01.09,"Ajustador, explanadoras",8
7233.01.10,"Ajustador, fresadora",8
7233.01.11,"Ajustador, fresadora de madera",8
7233.01.12,"Ajustador, hornos",8
7233.01.13,"Ajustador, limadora de metal",8
7233.01.14,"Ajustador, mandriladora",8
7233.01.15,"Ajustador, máquina de mecanismo numérico y control",8
7233.01.16,"Ajustador, mantenimiento / maquinaria industrial",8
7233.01.17,"Ajustador, máquina de imprenta",8
7233.01.18,"Ajustador, maquinaria / movimiento de tierras",8
7233.01.19,"Ajustador, máquinas / labra (madera)",8
7233.01.20,"Ajustador, máquinas / minería",8
7233.01.21,"Ajustador, máquinas / textil",8
7233.01.22,"Ajustador, máquinas agrícolas",8
7233.01.23,"Ajustador, máquinas de oficina",8
7233.01.24,"Ajustador, máquinas de vapor",8
7233.01.25,"Ajustador, máquinas herramientas",8
7233.01.26,"Ajustador, mecánico de maquinaria fabril",8
7233.01.27,"Ajustador, motores estacionarios",8
7233.01.28,"Ajustador, motores de ferrocarril",8
7233.01.29,"Ajustador, motores marinos",8
7233.01.30,"Ajustador, turbinas (excepto de avión y marinas)",8
7233.01.31,"Ajustador-montador de máquinas herramientas para trabajar los metales",8
7233.01.32,"Ajustador, rectificadora",8
7233.01.33,"Ajustador, sierra mecánica",8
7233.01.34,"Ajustador, taladradora",8
7233.01.35,"Ajustador, torno de roscar",8
7233.01.36,"Ajustador, turbinas",8
7233.01.37,"Armador-calibrador de máquinas de coser",8
7233.01.38,"Ayudante de mecánico de mantenimiento maquinaria textil",8
7233.01.39,Engrasador,8
7233.01.40,"Engrasador, barcos",8
7233.01.41,"Instalador, maquinaria de minería",8
7233.01.42,"Lubricador, maquinaria textil",8
7233.01.43,"Lubricador, vehículos",8
7233.01.44,"Mecánico, aire comprimido",8
7233.01.45,"Mecánico, equipos de construcción",8
7233.01.46,"Mecánico de bombas",8
7233.01.47,"Mecánico de bombas de gasolina",8
7233.01.48,"Mecánico, engrasador de barcos",8
7233.01.49,"Mecánico, equipo de incendios",8
7233.01.50,"Mecánico, equipo pesado",8
7233.01.51,"Mecánico, equipo de perforación",8
7233.01.52,"Mecánico, embarcaciones marítimas",8
7233.01.53,"Mecánico, lavadoras",8
7233.01.54,"Mecánico, mantenimiento de calderas",8
7233.01.55,"Mecánico de maquinaria en general",8
7233.01.56,"Mecánico- montador, instalaciones / climatización",8
7233.01.57,"Mecánico naval",8
7233.01.58,"Mecánico, mantenimiento / establecimientos industriales",8
7233.01.59,"Mecánico, maquinaria / movimiento de tierras",8
7233.01.60,"Mecánico, maquinaria industrial",8
7233.01.61,"Mecánico, maquinaria textil",8
7233.01.62,"Mecánico, máquinas",8
7233.01.63,"Mecánico, máquinas de imprenta",8
7233.01.64,"Mecánico, máquinas de vapor",8
7233.01.65,"Mecánico, máquinas / minería",8
7233.01.66,"Mecánico, máquinas agrícolas",8
7233.01.67,"Mecánico, máquinas construcción",8
7233.01.68,"Mecánico, máquinas de escribir / oficinas",8
7233.01.69,"Mecánico, máquinas herramientas",8
7233.01.70,"Mecánico, máquinas labra (madera)",8
7233.01.71,"Mecánico, máquinas secadoras",8
7233.01.72,"Mecánico, montacargas",8
7233.01.73,"Mecánico, motosierra",8
7233.01.74,"Mecánico, motores diesel (excepto motores de vehículos)",8
7233.01.75,"Mecánico, sala de máquinas / barcos",8
7233.01.76,"Mecánico, turbinas",8
7233.01.77,"Mecánico-engrasador, excepto barcos",8
7233.01.78,"Mecánicos y ajustadores de máquinas agrícolas e industriales, patrones (hasta 4 empleados).",8
7233.01.79,"Montador- instalador, maquinaria",8
7233.01.80,"Montador, de motores",8
7233.01.81,"Montador, tren",8
7233.01.82,"Reparador, bombas de agua",8
7233.01.83,"Reparador, grúas",8
7233.01.84,"Reparador, máquinas",8
7233.01.85,"Reparador, maquinaria agrícola",8
7233.01.86,"Reparador, máquinas de construcción",8
7233.01.87,"Reparador, motores estacionarios",8
7233.01.88,"Reparador, motores de ferrocarril",8
7233.01.89,"Reparador, motores de minería",8
7233.01.90,"Reparador, prensas",8
7233.01.91,"Reparador, remolques",8
7233.01.92,"Reparador, tornos",8
7234,"REPARADORES DE BICICLETAS Y AFINES",4
7234.01,"Reparadores de bicicletas y afines",6
7234.01.01,"Mecánico- reparador, bicicletas",8
7234.01.02,"Reparador, cochecito",8
7234.01.03,"Reparador, silla de ruedas",8
73,"ARTESANOS Y OPERARIOS DE LAS ARTES GRÁFICAS",2
731,ARTESANOS,3
7311,"MECÁNICOS Y REPARADORES DE INSTRUMENTOS DE PRECISIÓN",4
7311.01,"Mecánicos y reparadores de instrumentos de precisión",6
7311.01.01,"Ajustador, balanzas",8
7311.01.02,"Ajustador-óptico precisión",8
7311.01.03,"Calibrador, instrumentos de precisión",8
7311.01.04,"Calibrador, muelle de reloj",8
7311.01.05,"Constructor, barómetros",8
7311.01.06,"Constructor, instrumentos / meteorología",8
7311.01.07,"Constructor, instrumentos / navegación",8
7311.01.08,"Fabricante, aparatos ortopédicos",8
7311.01.09,"Fabricante, instrumentos de precisión",8
7311.01.10,"Mecánico, aparatos ortopédicos",8
7311.01.11,"Mecánico, balanzas",8
7311.01.12,"Mecánico, barómetros",8
7311.01.13,"Mecánico, brújulas",8
7311.01.14,"Mecánico, equipo fotográfico",8
7311.01.15,"Mecánico, instrumentos de control de avión",8
7311.01.16,"Mecánico, instrumentos / científicos",8
7311.01.17,"Mecánico, instrumentos / cirugía",8
7311.01.18,"Mecánico, instrumentos / laboratorio",8
7311.01.19,"Mecánico, instrumentos / meteorología",8
7311.01.20,"Mecánico, instrumentos / odontología",8
7311.01.21,"Mecánico, instrumentos / óptica",8
7311.01.22,"Mecánico, instrumentos / precisión",8
7311.01.23,"Mecánico, instrumentos / presión",8
7311.01.24,"Mecánico, instrumentos quirúrgicos",8
7311.01.25,"Mecánico, máquinas de coser",8
7311.01.26,"Mecánico, máquinas registradoras",8
7311.01.27,"Mecánico, prótesis ortopédica",8
7311.01.28,Mecánico-dentista,8
7311.01.29,"Mecánicos y reparadores de instrumentos de precisión, patrón (hasta 4 empleados)",8
7311.01.30,"Mecánico, taxímetros",8
7311.01.31,"Montador, lentes",8
7311.01.32,"Montador, instrumentos de precisión",8
7311.01.33,"Protesista, ortopedia",8
7311.01.34,"Pulidor, dental",8
7311.01.35,"Relojero, reparaciones",8
7311.01.36,"Reparador, armas",8
7311.01.37,"Reparador, (armazones de lentes)",8
7311.01.38,"Reparador, cajas fuertes",8
7311.01.39,"Reparador, caja registradora",8
7311.01.40,"Reparador, cámaras fotográficas",8
7311.01.41,"Reparador, equipos de billar y de boliche",8
7311.01.42,"Reparador, giroscopio",8
7311.01.43,"Reparador, instrumentos / científicos",8
7311.01.44,"Reparador, instrumentos / cirugía",8
7311.01.45,"Reparador, instrumentos de medición",8
7311.01.46,"Reparador, instrumentos / odontología",8
7311.01.47,"Reparador, instrumentos / óptica",8
7311.01.48,"Reparador, instrumentos / precisión",8
7311.01.49,"Reparador, medidores de agua",8
7311.01.50,"Reparador, medidores de luz",8
7311.01.51,"Reparador, velocímetros",8
7311.01.52,"Reparador, prótesis dentales",8
7312,"FABRICANTES Y AFINADORES DE INSTRUMENTOS MUSICALES",4
7312.01,"Fabricantes y afinadores de instrumentos musicales",6
7312.01.01,"Afinador, acordeón",8
7312.01.02,"Afinador, cuerdas de piano",8
7312.01.03,"Afinador, instrumentos musicales",8
7312.01.04,"Afinador, órgano",8
7312.01.05,"Afinador, piano",8
7312.01.06,"Artesano, elaboración de guitarras",8
7312.01.07,"Constructor, acordeones",8
7312.01.08,"Constructor, armónicas",8
7312.01.09,"Constructor, arpas",8
7312.01.10,"Constructor, instrumentos musicales",8
7312.01.11,"Constructor, instrumentos musicales / cobre",8
7312.01.12,"Constructor, instrumentos musicales / cuerdas",8
7312.01.13,"Constructor, instrumentos musicales / madera",8
7312.01.14,"Constructor, instrumentos musicales / percusión",8
7312.01.15,"Constructor, instrumentos musicales / viento",8
7312.01.16,"Constructor, pianos",8
7312.01.17,"Constructor, pianos / llaves",8
7312.01.18,"Constructor, pianos / tablas de armonía",8
7312.01.19,"Constructor, pianos y pianolas",8
7312.01.20,"Constructor, tambores y timbales",8
7312.01.21,"Constructor, teclados / pianos",8
7312.01.22,"Constructor, xilófonos",8
7312.01.23,"Constructores y afinadores de instrumentos musicales, patrón (hasta 4 empleados)",8
7312.01.24,"Entonador, órganos",8
7312.01.25,Organero,8
7312.01.26,"Organero, constructor / fuelles",8
7312.01.27,"Organero, constructor / llaves de órgano",8
7312.01.28,"Regulador, instrumentos musicales / tonalidad",8
7312.01.29,"Reparador, instrumentos musicales cuerdas",8
7312.01.30,"Reparador, instrumentos musicales percusión",8
7312.01.31,"Reparador, instrumentos musicales viento",8
7312.01.32,"Reparador, instrumento piano",8
7312.01.33,Violero,8
7313,"JOYEROS, ORFEBRES Y PLATEROS",4
7313.01,"Joyeros, orfebres y plateros",6
7313.01.01,"Artesano, figuras de alambre",8
7313.01.02,"Artesano, fabricación de artículos cromados",8
7313.01.03,"Artesano, fabricación de artículos de cobre",8
7313.01.04,"Artesano, fabricación de artículos de latón",8
7313.01.05,"Aserrador, diamantes industriales",8
7313.01.06,"Batidor, oro",8
7313.01.07,Batihoja,8
7313.01.08,Cincelador-orfebre,8
7313.01.09,"Colador, joyería",8
7313.01.10,"Colador, moldes / joyería",8
7313.01.11,"Diamantista, diamantes industriales",8
7313.01.12,Engarzador,8
7313.01.13,Engastador,8
7313.01.14,"Engastador, piedras preciosas",8
7313.01.15,"Esmaltador, joyería",8
7313.01.16,"Grabador a mano sobre matrices de metal",8
7313.01.17,"Grabador, joyas",8
7313.01.18,"Grabador, láminas",8
7313.01.19,"Grabador, letras en metal",8
7313.01.20,Joyero,8
7313.01.21,"Joyero, grabador",8
7313.01.22,"Joyero, reparador",8
7313.01.23,"Joyeros, orfebres y plateros, dueños (hasta 4 empleados)",8
7313.01.24,"Laminador metales preciosos",8
7313.01.25,Lapidario,8
7313.01.26,"Martillador, metales preciosos",8
7313.01.27,"Moldeador de cera (hace joyas)",8
7313.01.28,"Montador, cadenas / orfebrería",8
7313.01.29,"Montador, orfebrería",8
7313.01.30,"Montador, piedras preciosas",8
7313.01.31,"Montador, joyas",8
7313.01.32,Orfebre,8
7313.01.33,"Orfebre, platero",8
7313.01.34,"Orfebre, objetos de metal precioso",8
7313.01.35,Platero,8
7313.01.36,"Platero, artesano",8
7313.01.37,"Platero, reparador",8
7313.01.38,Platinero,8
7313.01.39,"Pulidor, diamantes industriales",8
7313.01.40,"Pulidor, piedras preciosas",8
7313.01.41,"Pulidor, joyería",8
7313.01.42,"Recalcador, metales preciosos",8
7313.01.43,"Reparador, objetos de latón",8
7313.01.44,"Repujador de metales (oro y plata)",8
7313.01.45,"Repujador-tornero, orfebrería",8
7313.01.46,"Taladrista, metales preciosos",8
7313.01.47,"Tallador, metales preciosos",8
7313.01.48,"Tallador-pulidor, joyería",8
7313.01.49,"Tallador-pulidor, piedras preciosas",8
7313.01.50,"Trefilador, metales preciosos",8
7314,"ALFAREROS Y AFINES (BARRO, ARCILLA Y ABRASIVOS)",4
7314.01,"Alfareros y afines (barro, arcilla y abrasivos)",6
7314.01.01,"Acabador, cerámica",8
7314.01.02,Alfarero,8
7314.01.03,"Alfarero, torno de pedal",8
7314.01.04,"Alfareros, ceramistas y afines (barro, arcilla y abrasivos), patrón (hasta 4 empleados)",8
7314.01.05,"Artesano, productos del barro",8
7314.01.06,"Artesano, elaboración de artículos de porcelana",8
7314.01.07,"Artesano, fabricación de artículos de cerámica",8
7314.01.08,"Artesano, fabricación de artículos de loza",8
7314.01.09,Botijero,8
7314.01.10,"Ceramista, espitas",8
7314.01.11,"Ceramista, moldes",8
7314.01.12,"Ceramista; en general",8
7314.01.13,"Ceramistas en moldes a mano",8
7314.01.14,"Cincelador, cerámica",8
7314.01.15,"Esmaltador, porcelana / inmersión",8
7314.01.16,"Extrusor, arcilla",8
7314.01.17,"Grabador, cerámica vidriada",8
7314.01.18,"Matricero (modelista en cerámica)",8
7314.01.19,"Modelador, torno / terraja (alfarería)",8
7314.01.20,"Modelador, torno / terraja (cerámica y porcelana)",8
7314.01.21,Modelista,8
7314.01.22,"Moldeador, abrasivo rueda",8
7314.01.23,"Moldeador, alfarería a mano",8
7314.01.24,"Moldeador en tierra (cerámica)",8
7314.01.25,"Moldeador, cerámica y porcelana",8
7314.01.26,"Moldeador, ladrillo y teja",8
7314.01.27,"Moldeador, muelas abrasivas",8
7314.01.28,"Operador de máquina, cortadora / ladrillo y tejas",8
7314.01.29,"Pegador de asas",8
7314.01.30,"Pegador de objetos de porcelana",8
7314.01.31,"Pulidor, cerámica",8
7314.01.32,"Prensador, cerámica",8
7314.01.33,"Prensador, prensa galletera / cerámica",8
7314.01.34,"Preparador de moldes, cerámica",8
7314.01.35,"Preparador, moldes (yeso)",8
