code,description,level
6221.01.19,"Trabajador calificado, piscicultura",8
6222,"PESCADORES DE AGUA DULCE Y EN AGUAS COSTERAS",4
6222.01,"Pescadores de agua dulce y en aguas costeras",6
6222.01.01,"Buzo, pescador / coral",8
6222.01.02,"Buzo, pescador / esponjas",8
6222.01.03,"Buzo, pescador / ostras",8
6222.01.04,"Buzo, pescador / pulpo",8
6222.01.05,"Patrón, pesca costera",8
6222.01.06,"Pescador, atarrayero",8
6222.01.07,"Pescador con anzuelo",8
6222.01.08,"Pescador de Rio (agua dulce)",8
6222.01.09,"Pescador, esponjas",8
6222.01.10,"Pescador, mariscador",8
6222.01.11,"Pescador, mejillonero",8
6222.01.12,"Pescador, ostras perlíferas",8
6222.01.13,"Trabajador calificado, pesca / agua dulce",8
6222.01.14,"Trabajador calificado, pesca / aguas costeras",8
6223,"PESCADORES DE ALTA MAR",4
6223.01,"Pescadores de alta mar",6
6223.01.01,Almadrabero,8
6223.01.02,"Patrón de arrastre",8
6223.01.03,"Pescador de bajura",8
6223.01.04,"Pescador, alta mar",8
6223.01.05,"Pescador, rastra",8
6223.01.06,"Pescador, atunero",8
6223.01.07,"Trabajador calificado, pesca / alta mar",8
6223.01.08,Tiburonero,8
6224,"CAZADORES Y TRAMPEROS",4
6224.01,"Cazadores y tramperos",6
6224.01.01,Arponero,8
6224.01.02,Ballenero,8
6224.01.03,Cazador,8
6224.01.04,"Cazador ballenas",8
6224.01.05,"Cazador, focas",8
6224.01.06,"Cazador, mariposas",8
6224.01.07,"Cazador, patrón (hasta 4 empleados)",8
6224.01.08,"Descuartizador, ballenas",8
6224.01.09,Ojeador,8
6224.01.10,Trampero,8
63,"TRABAJADORES AGROPECUARIOS, PESCADORES, CAZADORES Y RECOLECTORES DE SUBSISTENCIA",2
631,"TRABAJADORES AGRÍCOLAS DE SUBSISTENCIA",3
6310,"TRABAJADORES AGRÍCOLAS DE SUBSISTENCIA",4
6310.01,"Trabajadores agrícolas de subsistencia",6
6310.01.01,"Agricultor, subsistencia",8
6310.01.02,"Cultivador de hortalizas, subsistencia",8
6310.01.03,"Jardinero, subsistencia",8
632,"TRABAJADORES PECUARIOS DE SUBSISTENCIA",3
6320,"TRABAJADORES PECUARIOS DE SUBSISTENCIA",4
6320.01,"Trabajadores pecuarios de subsistencia",6
6320.01.01,"Agricultor, ganadería de subsistencia",8
6320.01.02,"Trabajador, pecuario de subsistencia",8
633,"TRABAJADORES AGROPECUARIOS DE SUBSISTENCIA",3
6330,"TRABAJADORES AGROPECUARIOS DE SUBSISTENCIA",4
6330.01,"Trabajadores agropecuarios de subsistencia",6
6330.01.01,"Agricultor, subsistencia mixta",8
6330.01.02,"Trabajador agrícola calificado, cultivos de subsistencia",8
6330.01.03,"Trabajador agropecuario de subsistencia",8
634,"PESCADORES, CAZADORES, TRAMPEROS Y RECOLECTORES DE SUBSISTENCIA",3
6340,"PESCADORES, CAZADORES, TRAMPEROS Y RECOLECTORES DE SUBSISTENCIA",4
6340.01,"Pescadores, cazadores y tramperos y recolectores de subsidencia",6
6340.01.01,"Cazador - recolector",8
6340.01.02,"Colector, subsistencia",8
6340.01.03,"Pescador, subsistencia",8
7,"OFICIALES, OPERARIOS Y ARTESANOS DE ARTES MECÁNICAS Y DE OTROS OFICIOS",1
71,"OFICIALES Y OPERARIOS DE LA CONSTRUCCIÓN EXCLUYENDO ELECTRICISTAS",2
711,"OFICIALES Y OPERARIOS DE LA CONSTRUCCIÓN (OBRA GRUESA) Y AFINES",3
7111,"CONSTRUCTORES DE CASAS",4
7111.01,"Constructores de casas",6
7111.01.01,"Contratista o constructor, viviendas",8
7111.01.02,"Constructor, casas / materiales tradicionales",8
7111.01.03,"Constructores con técnicas y materiales tradicionales, patrón (hasta 4 empleados)",8
7111.01.04,"Maestro de obras, materiales tradicionales",8
7112,ALBAÑILES,4
7112.01,Albañiles,6
7112.01.01,Adoquinador,8
7112.01.02,Albañil,8
7112.01.03,Albañalero,8
7112.01.04,"Albañil, chimeneas",8
7112.01.05,"Albañil, conexiones de agua",8
7112.01.06,"Albañil, construcción",8
7112.01.07,"Albañil, hornos",8
7112.01.08,"Albañil, lingoteras / ladrillo",8
7112.01.09,"Albañil, material refractario",8
7112.01.10,"Albañil, oficial",8
7112.01.11,"Albañil, patrón (hasta 4 empleados)",8
7112.01.12,"Albañil, piedra / construcción",8
7112.01.13,"Albañil, refractarios",8
7112.01.14,"Albañil-fumista, industrial",8
7112.01.15,"Albañil-mampostero, construcción",8
7112.01.16,"Colocador, bordillos",8
7112.01.17,"Colocador, ladrillos / chimeneas",8
7112.01.18,"Colocador, bloques y ladrillos",8
7112.01.19,"Cortador, ladrillos",8
7112.01.20,"Constructor, chimenea",8
7112.01.21,"Maestro mayor, albañilería",8
7113,"MAMPOSTEROS, TRONZADORES, LABRANTES Y GRABADORES DE PIEDRA",4
7113.01,"Mamposteros, tronzadores, labrantes y grabadores de piedra",6
7113.01.01,Adornista,8
7113.01.02,"Adornista, monumentos",8
7113.01.03,"Amolador, piedra",8
7113.01.04,"Amolador, pizarra",8
7113.01.05,"Aserrador, piedra",8
7113.01.06,"Clasificador, piedras",8
7113.01.07,"Cortador, granito",8
7113.01.08,"Cortador, piedra",8
7113.01.09,"Cortador, piedra / inscripciones",8
7113.01.10,"Cortador-pulidor, piedra",8
7113.01.11,"Cortador, piedra (mano o herramientas con motor)",8
7113.01.12,"Escultor, piedra",8
7113.01.13,"Escultor, tumbas",8
7113.01.14,"Elaborador, lápidas",8
7113.01.15,"Escogedor, piedras",8
7113.01.16,"Grabador, inscripciones / piedra",8
7113.01.17,"Grabador, piedra",8
7113.01.18,"Grabador, piedra / estarcidores",8
7113.01.19,"Hendedor, piedras",8
7113.01.20,"Labrante, chorro de arena",8
7113.01.21,"Labrante-mampostero, monumentos",8
7113.01.22,Mampostero,8
7113.01.23,"Mampostero, construcción",8
7113.01.24,"Mampostero, fachadas",8
7113.01.25,"Mampostero, monumentos",8
7113.01.26,"Mampostero, pavimentación",8
7113.01.27,"Operario, cepilladora",8
7113.01.28,"Operario, ornamentación y montaje",8
7113.01.29,Pavimentador,8
7113.01.30,Pedrero,8
7113.01.31,"Perforador, piedras",8
7113.01.32,Picapedrero,8
7113.01.33,"Picador, pizarra",8
7113.01.34,"Pulidor pizarra",8
7113.01.35,"Pulidor, granito",8
7113.01.36,"Pulidor, mármol",8
7113.01.37,"Pulidor, piedra",8
7113.01.38,"Pulidor, piedra (mano o herramientas con motor)",8
7113.01.40,"Rotulista, lápidas",8
7113.01.41,"Tallador, piedra",8
7113.01.42,"Tallador, pizarra",8
7113.01.43,"Tallador-pulidor, piedra",8
7113.01.44,Tallista,8
7113.01.45,"Tornero, labra / piedra",8
7113.01.46,"Trazador, piedra",8
7113.01.47,"Tronzador, piedra",8
7113.01.48,"Trozadores, labrantes y grabadores de piedra, patrón (hasta 4 empleados)",8
7114,"OPERARIOS EN CEMENTO ARMADO, ENFOSCADORES Y AFINES",4
7114.01,"Operarios en cemento armado, enfoscadores y afines",6
7114.01.01,"Armador, hormigón armado",8
7114.01.02,"Cementador, industria de la construcción",8
7114.01.03,Cementista,8
7114.01.04,"Cementista, hormigón armado, en general",8
7114.01.05,"Cementista, trabajos de acabado",8
7114.01.06,"Clasificador, cemento",8
7114.01.07,"Encofrador, hormigón",8
7114.01.08,Enfoscador,8
7114.01.09,"Mezclador, cemento",8
7114.01.10,"Operario, curado del hormigón",8
7114.01.11,"Operario, enrejado del hormigón",8
7114.01.12,"Operario, moldeo",8
7114.01.13,"Operarios en cemento armado, enfoscadores y afines, dueños (hasta 4 empleados)",8
7114.01.14,"Pavimentador, terrazos",8
7114.01.15,"Soldador, terrazos",8
7114.01.16,"Trabajador, terrazos",8
7115,"CARPINTEROS DE ARMAR Y DE OBRA BLANCA",4
7115.01,"Carpinteros de armar y de obra blanca",6
7115.01.01,"Ayudante de carpintería",8
7115.01.02,"Capataz, carpintería gruesa",8
7115.01.03,"Carpintero, armado",8
7115.01.04,"Carpintero, astillero",8
7115.01.05,"Carpintero, aviación",8
7115.01.06,"Carpintero, banco / taller",8
7115.01.07,"Carpintero, blanco",8
7115.01.08,"Carpintero, construcción",8
7115.01.09,"Carpintero, constructor de barcos y botes de madera",8
7115.01.10,"Carpintero, cocinas integrales",8
7115.01.11,"Carpintero, de a bordo",8
7115.01.12,"Carpintero, de armar / encofrados",8
7115.01.13,"Carpintero, decorados",8
7115.01.14,"Carpintero, embarcadero",8
7115.01.15,"Carpintero, entablador",8
7115.01.16,"Carpintero, en general",8
7115.01.17,"Carpintero, minas",8
7115.01.18,"Carpintero, obras de afuera",8
7115.01.19,"Carpintero, plató / cine",8
7115.01.20,"Carpintero, puertas y ventanas",8
7115.01.21,"Carpintero, ribera",8
7115.01.22,"Carpintero, taller",8
7115.01.23,"Carpintero, trabajos de mantenimiento",8
7115.01.24,"Carpintero-armador, puentes y embarcaderos",8
7115.01.25,"Carpintero-constructor, barcas de madera",8
7115.01.26,"Carpintero-constructor, mástiles",8
7115.01.27,"Carpintero-ebanista, astilleros",8
7115.01.28,"Carpinteros de armar y blanco, patrones (hasta 4 empleados)",8
7115.01.29,"Cepillador, madera",8
7115.01.30,"Cimbrador (colocador de cimbras en construcciones)",8
7115.01.31,"Clavador, cajas de madera",8
7115.01.32,"Encerador, madera",8
7115.01.33,"Encofrador, madera",8
7115.01.34,"Engomador, carpintería",8
7115.01.35,Enmarcador,8
7115.01.36,"Instalador de puertas",8
7115.01.37,"Lijador, madera",8
7115.01.38,"Maestro carpintero",8
7115.01.39,Portaventanero,8
7115.01.40,Tarimero,8
7115.01.41,"Reparador, muebles de madera",8
7115.01.42,"Reparador, tarimas",8
7119,"OFICIALES Y OPERARIOS DE LA CONSTRUCCIÓN (OBRA GRUESA) Y AFINES NO CLASIFICADOS BAJO OTROS EPÍGRAFES",4
7119.01,"Oficiales y operarios de la construcción (obra gruesa) y afines no clasificados bajo otros epígrafes",6
7119.01.01,"Apuntalador, edificios",8
7119.01.02,"Colocador, cables subterráneos",8
7119.01.03,"Constructor, edificios / materiales no tradicionales",8
7119.01.04,"Demoledor, edificios",8
7119.01.05,"Enlucidor, suelos plásticos",8
7119.01.06,"Ensamblador, elementos prefabricados / edificación",8
7119.01.07,"Entarugador, pavimentos",8
7119.01.08,"Maestro de obras, edificios / materiales no tradicionales",8
7119.01.09,"Montador, andamios",8
7119.01.10,"Montador, andamios / letreros",8
7119.01.11,"Montador, elementos prefabricados / edificación",8
7119.01.12,"Oficiales y operarios de la construcción (obra gruesa) y afines, no clasificados bajo otros epígrafes, patronos (hasta 4 empleados)",8
7119.01.13,"Operario, apeos",8
7119.01.14,"Operario, apuntalamiento",8
7119.01.15,"Operario, apuntalamiento / edificación",8
7119.01.16,"Operario, construcción / trabajos a gran altura",8
7119.01.17,"Operario, demolición",8
7119.01.18,"Operario, mantenimiento / edificios",8
7119.01.19,"Operario, reparación / chimeneas",8
7119.01.20,"Operario, reparación / edificios",8
7119.01.21,"Reparador, chimeneas",8
7119.01.22,"Revestidor, pozos",8
7119.01.23,"Trabajador calificado, demolición",8
712,"OFICIALES Y OPERARIOS DE LA CONSTRUCCIÓN (TRABAJOS DE ACABADO) Y AFINES",3
7121,TECHADORES,4
7121.01,Techadores,6
7121.01.01,"Colocador, láminas metálicas",8
7121.01.02,"Entejador, arcilla",8
7121.01.03,"Fijador, techo",8
7121.01.04,"Techador, asfalto",8
7121.01.05,"Techador, alicatador",8
7121.01.06,"Techador, azulejos",8
7121.01.07,"Techador, chapa galvanizada",8
7121.01.08,"Techador, de carrizo y similares",8
7121.01.09,"Techador, láminas",8
7121.01.10,"Techador, material sintético",8
7121.01.11,"Techador, metal",8
7121.01.12,"Techador, paja",8
7121.01.13,"Techador, patrón (hasta 4 empleados)",8
7121.01.14,"Techador, pizarra",8
7121.01.15,"Techador, tablas de ripia",8
7121.01.16,"Techador, tejas",8
7121.01.17,"Techador, teja de madera",8
7122,"PARQUETEROS Y COLOCADORES DE SUELOS",4
7122.01,"Parqueteros y colocadores de suelos",6
7122.01.01,"Colocador, azulejos",8
7122.01.02,"Colocador, mármol",8
7122.01.03,"Colocador, mosaicos",8
7122.01.04,"Colocador, piedra",8
7122.01.05,"Colocador, pizarra",8
7122.01.06,"Colocador, revestimiento de talud y piedra",8
7122.01.07,"Embaldosador, muros",8
7122.01.08,"Embaldosador, suelos",8
7122.01.09,Enlosador,8
7122.01.10,Marmolista,8
7122.01.11,"Montador, tejas",8
7122.01.12,Mosaísta,8
7122.01.13,"Operario, colocación / alfombras",8
7122.01.14,"Operario, colocación / suelos",8
7122.01.15,"Operario, entarimado",8
7122.01.16,Parquetero,8
7122.01.17,"Parquetero, tarimas",8
7122.01.18,"Parqueteros y colocadores de suelos, patrones (hasta 5 personas)",8
7122.01.19,"Parquetero, colocador o pulidor de pisos de madera",8
7122.01.20,Solador,8
7122.01.21,"Solador, baldosas",8
7122.01.22,"Solador, tarugos",8
7122.01.23,"Soldador, muro y piso",8
7123,REVOCADORES,4
7123.01,Revocadores,6
7123.01.01,"Albañil pared seca",8
7123.01.02,"Albañil estuco",8
7123.01.03,"Decorador, yeso fibroso",8
7123.01.04,Decorador-escayolista,8
7123.01.05,Decorador-estuquista,8
7123.01.06,Enlistonador,8
7123.01.07,"Enlucidor, yeso",8
7123.01.08,Escayolista,8
7123.01.09,Estucador,8
7123.01.10,Listonero,8
7123.01.11,"Maestro yesero",8
7123.01.12,"Pastero (recubridor de paredes)",8
7123.01.13,Revocador,8
7123.01.14,"Revocadores, patrones (hasta 4 empleados)",8
7123.01.15,Yesero,8
7123.01.16,"Yesero, estuco",8
7123.01.17,"Yesero, fibroso",8
7123.01.18,"Yesero, ornamental",8
7123.01.19,"Yesero, sólidos",8
7124,"INSTALADORES DE MATERIAL AISLANTE Y DE INSONORIZACIÓN",4
7124.01,"Instaladores de material aislante y de insonorización",6
7124.01.01,"Aislador, calderas y tuberías",8
7124.01.02,"Aislador, sonidos",8
7124.01.03,"Colocador de aislantes, tubería de acero",8
7124.01.04,"Empalmador de aislante",8
7124.01.05,"Instalador, estufas industriales",8
7124.01.06,"Instalador, evaporadora refrigerante",8
7124.01.07,"Instalador, equipos de refrigeración y aire acondicionado",8
7124.01.08,"Instalador material aislante en edificios, a máquina",8
7124.01.09,"Instalador, aislación / calderas y tuberías",8
7124.01.10,"Instalador, aislación / edificios",8
7124.01.11,"Instalador, aislación térmica",8
7124.01.12,"Instalador, insonorización",8
7124.01.13,"Instalador, material aislante",8
7124.01.14,"Instalador, refrigeración y climatización",8
7124.01.15,"Instaladores de material aislante de insonorización, patrón (hasta 4 empleados).",8
7124.01.16,"Operario, trabajos de aislación",8
7124.01.17,"Trabajador, aislamiento acústico",8
7125,CRISTALEROS,4
7125.01,Cristaleros,6
7125.01.01,Cristalero,8
7125.01.02,"Cristalero, claraboyas / colocación de cristales (sin masilla)",8
7125.01.03,"Cristalero, cristales emplomados",8
7125.01.04,"Cristalero, doble vidrio",8
7125.01.05,"Cristalero, edificios",8
7125.01.06,"Cristalero, vehículos",8
7125.01.07,"Cristalero, vidrieras",8
7125.01.08,"Cristalero-colocador, lunas de vidrio",8
7125.01.09,"Instalador de cancelería, puertas y ventanas de aluminio",8
7125.01.10,"Instalador, cortinas metálicas",8
7125.01.11,"Operario, trabajos de vidriería",8
7125.01.12,Vidriero,8
7125.01.13,"Vidriero, edificios",8
7125.01.14,"Vidriero, lunas de vidrio",8
7125.01.15,"Vidriero, patrón (hasta 4 empleados)",8
7125.01.16,"Vidriero, techos",8
7125.01.17,"Vidriero, vehículos",8
7125.01.18,"Vidriero, vidrieras artísticas",8
7125.01.19,"Vidriero, vidrieras de iglesia",8
7126,"FONTANEROS E INSTALADORES DE TUBERÍAS",4
7126.01,"Fontaneros e instaladores de tuberías",6
7126.01.01,"Ajustador, tuberías",8
7126.01.02,"Colocador, conducciones",8
7126.01.03,"Colocador, tuberías de drenaje",8
7126.01.04,"Colocador, tubos y conducciones",8
7126.01.05,"Empalmador, conducciones",8
7126.01.06,"Excavador, pozos de agua",8
7126.01.07,Fontanero,8
7126.01.08,"Fontanero, aparatos químicos",8
7126.01.09,"Fontanero, buques",8
7126.01.10,"Fontaneros e instaladores de tuberías, patrones (hasta 4 empleados)",8
7126.01.11,"Instalador, medidores de agua",8
7126.01.12,"Instalador, purificadores de agua",8
7126.01.13,"Instalador, sanitario",8
7126.01.14,"Instalador, sistemas de riego",8
7126.01.15,"Instalador, tuberías",8
7126.01.16,"Instalador, tuberías / aeronaves",8
7126.01.17,"Instalador, tuberías / barcos",8
7126.01.18,"Instalador, tuberías / buques",8
7126.01.19,"Instalador, tuberías / desagüe",8
7126.01.20,"Instalador, tuberías / distribución de agua",8
7126.01.21,"Instalador, tuberías / gas",8
7126.01.22,"Instalador, tuberías para líneas telefónicas",8
7126.01.23,"Instalador, tuberías / vapor de agua",8
7126.01.24,"Instalador, tuberías / ventilación",8
7126.01.25,"Jefe de plomeros",8
7126.01.26,"Alineador, tubería petrolera",8
7126.01.27,"Montador, tuberías",8
7126.01.28,"Montador, tuberías de ventilación",8
7126.01.29,"Operario, fontanería",8
7126.01.30,Plomero,8
7126.01.31,"Técnico, drenaje",8
7127,"MECÁNICOS - MONTADORES DE INSTALACIONES DE REFRIGERACIÓN Y CLIMATIZACIÓN",4
7127.01,"Mecánicos - montadores de instalaciones de refrigeración y climatización",6
7127.01.01,"Instalador, aire acondicionado",8
7127.01.02,"Mecánico, aparatos de aire acondicionado",8
7127.01.03,"Mecánico, refrigeración",8
713,"PINTORES, LIMPIADORES DE FACHADAS Y AFINES",3
7131,"PINTORES Y EMPAPELADORES",4
7131.01,"Pintores y empapeladores",6
7131.01.01,"Decorador, de a bordo / barcos",8
7131.01.02,Empapelador,8
7131.01.03,Encalador,8
7131.01.04,"Operario, empapelado de muros",8
7131.01.05,"Pintor de brocha, edificación",8
7131.01.06,"Pintor pulverizador, edificación",8
7131.01.07,"Pintor, cascos de buques",8
7131.01.08,"Pintor, coches de viajeros y vagones / ferrocarril",8
7131.01.09,"Pintor, construcciones",8
7131.01.10,"Pintor, construcciones metálicas",8
7131.01.11,"Pintor, decorados / cine",8
7131.01.12,"Pintor, decorados / teatro",8
7131.01.13,"Pintor, fachadas exteriores / edificación",8
7131.01.14,"Pintor, interiores",8
7131.01.15,"Pintor, minio de plomo",8
7131.01.16,"Pintor-decorador, accesorios interiores de barcos",8
7131.01.17,"Pintor-decorador, edificios",8
7131.01.18,"Pintor-decorador, revestimiento de muros",8
7131.01.19,"Pintores y empapeladores, patrones (hasta 4 empleados)",8
7132,"BARNIZADORES Y AFINES",4
7132.01,"Barnizadores y afines",6
7132.01.01,Barnizador,8
7132.01.02,"Barnizador, metales",8
7132.01.03,"Barnizador, productos manufacturados",8
7132.01.04,"Barnizador, vehículos",8
7132.01.05,"Barnizadores y afines, patrones (hasta 4 empleados)",8
7132.01.06,"Lacador (excepto muebles)",8
7132.01.07,"Masillero, vehículos",8
7132.01.08,"Pintor a pistola, metal",8
7132.01.09,"Pintor, vehículos",8
7132.01.10,"Pintor, metal",8
7132.01.11,"Pintor, productos manufacturados",8
7133,"LIMPIADORES DE FACHADAS Y DESHOLLINADORES",4
7133.01,"Limpiadores de fachadas y deshollinadores",6
7133.01.01,Deshollinador,8
7133.01.02,Desratizador,8
7133.01.03,"Fumigador (desinfección)",8
7133.01.04,"Limpiador / fachadas chorros de arena",8
7133.01.05,"Limpiador / fachadas chorros de vapor",8
7133.01.06,"Limpiador cañón de chimeneas",8
7133.01.07,"Limpiador tuberías",8
7133.01.08,"Limpiador exteriores edificios",8
7133.01.09,"Limpiadores de fachadas y deshollinadores, patrones (hasta 4 empleados)",8
72,"OFICIALES Y OPERARIOS DE LA METALURGIA, LA CONSTRUCCIÓN MECÁNICA Y AFINES",2
721,"MOLDEADORES, SOLDADORES, CHAPISTAS, CALDEREROS, MONTADORES DE ESTRUCTURAS METÁLICAS Y AFINES",3
7211,"MOLDEADORES Y MACHEROS",4
7211.01,"Moldeadores y macheros",6
7211.01.01,"Constructor de machos / máquina",8
7211.01.02,"Constructor de machos / metal",8
7211.01.03,"Cucharero, fundición",8
7211.01.04,"Fundidor, metales",8
7211.01.05,"Moldeador a mano fundición de metales",8
7211.01.06,"Moldeador, artesa",8
7211.01.07,"Moldeador, caja",8
7211.01.08,"Moldeador, fundición",8
7211.01.09,"Moldeador, fundición / máquina",8
7211.01.10,"Moldeador, moldes / metal fundido",8
7211.01.11,"Moldeadores y macheros",8
7211.01.12,"Preparador de moldes a máquina",8
7211.01.13,"Preparador de moldes, banco",8
7211.01.14,"Preparador de moldes, fosas",8
7211.01.15,"Preparador de moldes, suelo y fosas / metal",8
7212,"SOLDADORES Y OXICORTADORES",4
7212.01,"Soldadores y oxicortadores",6
7212.01.01,"Ajustador-operador, máquina de soldador / bisutería",8
7212.01.02,"Ajustador-operador, máquina de soldador / metales",8
7212.01.03,"Armador de reverberos",8
7212.01.04,Brasero,8
7212.01.05,Cobresoldador,8
7212.01.06,"Cobresoldador, horno",8
7212.01.07,"Cobresoldador, inducción",8
7212.01.08,"Cobresoldador, soplete",8
7212.01.09,Latonero,8
7212.01.10,Oxicortador,8
7212.01.11,Soldador,8
7212.01.12,"Soldador de conexiones eléctricas",8
7212.01.13,"Soldador, a plomo",8
7212.01.14,"Soldador, a tope",8
7212.01.15,"Soldador, a tope / presión y calentamiento eléctrico",8
7212.01.16,"Soldador, acetileno",8
7212.01.17,"Soldador, arco eléctrico",8
7212.01.18,"Soldador, cautín",8
7212.01.19,"Soldador, contacto",8
7212.01.20,"Soldador, corriente de inducción",8
7212.01.21,"Soldador, costuras longitudinales",8
7212.01.22,"Soldador, gas",8
7212.01.23,"Soldador, gas, y electricidad",8
7212.01.24,"Soldador, horno",8
7212.01.25,"Soldador, oxiacetileno",8
7212.01.26,"Soldador, puntos",8
7212.01.27,"Soldador, soldadura blanda / a mano",8
7212.01.28,"Soldador, soplete",8
7212.01.29,"Soldador, termita",8
7212.01.30,"Soldadores y oxicortadores, patrones (hasta 4 empleados)",8
7212.01.31,"Sopletista soldador",8
7213,"CHAPISTAS Y CALDEREROS",4
7213.01,"Chapistas y caldereros",6
7213.01.01,"Armador colocador de asientos en carrocerías metálicas",8
7213.01.02,Calderero,8
7213.01.03,"Calderero, chapas de acero",8
7213.01.04,"Calderero, chapista",8
7213.01.05,"Calderero, cobre y aleaciones ligeras",8
7213.01.06,"Chapista, automóviles",8
7213.01.07,"Chapista, aviones",8
7213.01.08,"Chapista, carrocerías",8
7213.01.09,"Chapista, decoración",8
7213.01.10,"Chapista, muebles / metal",8
7213.01.11,"Chapista, ornamentación",8
7213.01.12,Chapista-caldero,8
7213.01.13,Chapista-hojalatero,8
7213.01.14,"Chapista-montador, muebles",8
7213.01.15,"Chapistas y calderos, patrones (hasta 4 empleados)",8
7213.01.16,"Chapista, cerrajero",8
7213.01.17,Chapistas-trazador,8
7213.01.18,"Enderezador automotriz",8
7213.01.19,Hojalatero,8
7213.01.20,"Hojalatero, ambulante",8
7213.01.21,"Hojalatero, conductores de aire",8
7213.01.22,"Mecánico de calderos de locomotoras",8
7213.01.23,"Mecánico de vagones ferrocarriles",8
7213.01.24,"Montador de puertas, capots y baúles (ensamblaje de vehículos)",8
7213.01.25,Perfilador,8
7214,"MONTADORES DE ESTRUCTURAS METÁLICAS",4
7214.01,"Montadores de estructura metálicas",6
7214.01.01,"Armador, blindaje / buques",8
7214.01.02,"Armador, estructuras / acero",8
7214.01.03,"Constructor de estructuras de aluminio",8
7214.01.04,"Constructor de puertas plegables (enrollables)",8
7214.01.05,"Curvador, chapas / metal",8
7214.01.06,"Elaborador y colocador de marcos de somieres",8
7214.01.07,"Empalmador fierrero",8
7214.01.08,"Ensamblador de puertas de ascensor",8
7214.01.09,Fierrero,8
7214.01.10,"Montador, armazones metálicas / buques",8
7214.01.11,"Montador, estructuras metálicas",8
7214.01.12,"Montador, planchas / astilleros",8
7214.01.13,"Montadores de estructuras metálicas, patrón (hasta 4 empleados)",8
7214.01.14,"Preparador de armazones de hierro en taller",8
7214.01.15,"Preparador, estructuras metálicas",8
7214.01.16,Remachador/a,8
7214.01.17,"Remachador a máquina",8
7214.01.18,"Remachador, martillo neumático",8
7214.01.19,"Replanteador, estructuras metálicas",8
7214.01.20,"Trazador, estructuras metálicas",8
7214.01.21,"Trazador, gálibos / astillero",8
7215,"APAREJADORES Y EMPALMADORES DE CABLES",4
7215.01,"Aparejadores y empalmadores de cables",6
7215.01.01,"Ajustador, cordajes",8
7215.01.02,Aparejador,8
7215.01.03,"Aparejador, aparatos de elevación",8
7215.01.04,"Aparejador, buques",8
7215.01.05,"Aparejador, barcos",8
7215.01.06,"Aparejador, máquinas de izar / construcción (aparatos de elevación)",8
7215.01.07,"Aparejador, perforaciones / petróleo y gas",8
7215.01.08,"Aparejador, teatral",8
7215.01.09,"Aparejadores y empalmadores de cables, patrón (hasta 4 empleados)",8
7215.01.10,"Aparejador, torre",8
7215.01.11,"Empalmador, cables (cuerdas)",8
7215.01.12,"Instalador, torre",8
7215.01.13,Mecánico,8
7215.01.14,"Mecánico, aparejador",8
7215.01.15,"Montador, cables / aviación",8
7215.01.16,"Montador, cables / puentes colgantes",8
7215.01.17,"Montador, cables / teleférico",8
7215.01.18,"Montador, cables / telesillas y telesquíes",8
7215.01.19,"Montador, cables y cuerdas",8
722,"HERREROS, HERRAMENTISTAS Y AFINES",3
7221,"HERREROS Y FORJADORES",4
7221.01,"Herreros y forjaderos",6
7221.01.01,"Apisonador, forja",8
7221.01.02,"Enderezador de herramientas metálicas",8
7221.01.03,Forjador,8
7221.01.04,"Forjador, aperos agrícolas",8
7221.01.05,"Forjador, herramientas",8
7221.01.06,"Forjador, martillo",8
7221.01.07,"Forjador, martillo pilón",8
7221.01.08,"Forjador, prensa",8
7221.01.09,"Forjador, martinete",8
7221.01.10,"Fundidor, piezas de moldeo",8
7221.01.11,Herrador,8
7221.01.12,Herrero,8
7221.01.13,"Herreros y forjadores, patrón (hasta 4 empleados)",8
7221.01.14,Martillador,8
7221.01.15,"Operario, forja",8
7221.01.16,"Trefilador, a mano / alambre",8
7222,"HERRAMENTISTAS Y AFINES",4
7222.01,"Herramentistas y afines",6
7222.01.01,"Ajustador, calibradores",8
7222.01.02,"Ajustador, mandriles",8
7222.01.03,"Ajustador-herramientas, gálibos",8
7222.01.04,"Ajustador-herramientas, máquinas",8
7222.01.05,"Ajustador-herramientas, matrices",8
7222.01.06,"Ajustador-herramientas, trazador",8
7222.01.07,"Ajustador-modelista, fundición",8
7222.01.08,Armero,8
7222.01.09,Cerrajero,8
7222.01.10,"Cerrajero (mecánico de cerraduras)",8
7222.01.11,"Cerrajeros y herramentistas afines, patrón (hasta 4 empleados)",8
7222.01.12,Escopetero,8
7222.01.13,"Fabricante, molde",8
7222.01.14,"Fabricante, herramientas",8
7222.01.15,"Fabricante, plantilla",8
7222.01.16,Herramentista,8
7222.01.17,"Herramentista, precisión",8
7222.01.18,"Herramentista, prensa",8
7222.01.19,"Matricero (elaborador de matrices)",8
7222.01.20,"Mecánico, herramientas",8
7222.01.21,"Mecánico-ajustador, estampado",8
7222.01.22,"Mecánico-ajustador, herramientas con punta de diamante",8
7222.01.23,"Mecánico-ajustador, herramientas y matrices",8
7222.01.24,"Trazador, metales",8
7222.01.25,"Troquelador-acabador, forjas",8
7223,"REGULADORES Y OPERADORES DE MÁQUINAS HERRAMIENTAS",4
7223.01,"Reguladores y operadores de máquinas herramientas",6
7223.01.01,"Ajustador de máquinas y herramientas, en general",8
7223.01.02,"Ajustador operador de máquinas y herramientas, en general",8
7223.01.03,"Constructor, juguetes",8
